Task 1 Model 1:
0 ['2.300']
10 ['2.298']
20 ['2.272']
30 ['2.243']
40 ['2.184']
50 ['2.098']
60 ['1.977']
70 ['1.717']
80 ['1.450']
90 ['1.352']
100 ['1.113']
110 ['0.859']
120 ['0.729']
130 ['0.863']
140 ['0.585']
150 ['0.563']
160 ['0.562']
170 ['0.513']
180 ['0.498']
190 ['0.469']
200 ['0.491']
210 ['0.546']
220 ['0.339']
230 ['0.339']
240 ['0.337']
250 ['0.264']
260 ['0.390']
270 ['0.304']
280 ['0.300']
290 ['0.469']
300 ['0.485']
310 ['0.221']
320 ['0.418']
330 ['0.269']
340 ['0.280']
350 ['0.396']
360 ['0.257']
370 ['0.441']
380 ['0.261']
390 ['0.203']
400 ['0.304']
410 ['0.196']
420 ['0.351']
430 ['0.391']
440 ['0.168']
450 ['0.229']
460 ['0.399']
Train: [1][469/469]	loss 0.255 (0.756)	Acc@1 93.750 (80.000)
Test model 1 on task 1
Test: [3/3]	loss 0.328 (0.308)	Acc@1 90.597 (91.110)
############################################################ Avg acc: 91.11
Task 2 Model 1:
0 ['0.314', '3.115']
200 ['1.648', '1.596']
210 ['1.649', '1.550']
220 ['1.649', '1.701']
230 ['1.647', '1.565']
240 ['1.648', '1.637']
250 ['1.647', '1.403']
260 ['1.641', '1.524']
270 ['1.640', '1.619']
280 ['1.642', '1.396']
290 ['1.643', '1.379']
300 ['1.640', '1.414']
310 ['1.641', '1.443']
320 ['1.640', '1.467']
330 ['1.636', '1.317']
340 ['1.633', '1.339']
350 ['1.634', '1.541']
360 ['1.635', '1.273']
370 ['1.637', '1.430']
380 ['1.636', '1.463']
390 ['1.637', '1.297']
400 ['1.636', '1.357']
410 ['1.636', '1.419']
420 ['1.638', '1.247']
430 ['1.637', '1.364']
440 ['1.636', '1.311']
450 ['1.634', '1.311']
460 ['1.634', '1.187']
Train: [1][469/469]	loss 0.099 (0.114)	Acc@1 60.417 (43.765)
Test model 1 on task 1
Test: [3/3]	loss 0.443 (0.421)	Acc@1 85.841 (86.410)
Test model 1 on task 2
Test: [3/3]	loss 0.438 (0.431)	Acc@1 86.726 (86.600)
Test model 1 on task 3
Test: [3/3]	loss 0.408 (0.431)	Acc@1 87.279 (87.120)
Test model 1 on task 4
Test: [3/3]	loss 0.461 (0.476)	Acc@1 86.117 (85.860)
Test model 1 on task 5
Test: [3/3]	loss 0.476 (0.495)	Acc@1 85.564 (85.340)
Test model 1 on task 6
Test: [3/3]	loss 0.482 (0.507)	Acc@1 85.177 (84.490)
Test model 1 on task 7
Test: [3/3]	loss 0.515 (0.505)	Acc@1 84.569 (85.040)
Test model 1 on task 8
Test: [3/3]	loss 0.579 (0.550)	Acc@1 83.131 (83.970)
Test model 1 on task 9
Test: [3/3]	loss 0.591 (0.582)	Acc@1 82.743 (82.980)
Test model 1 on task 10
Test: [3/3]	loss 0.578 (0.593)	Acc@1 83.131 (82.450)
Test model 1 on task 11
Test: [3/3]	loss 0.606 (0.633)	Acc@1 82.412 (81.740)
Test model 1 on task 12
Test: [3/3]	loss 0.686 (0.671)	Acc@1 80.476 (79.640)
Test model 1 on task 13
Test: [3/3]	loss 0.695 (0.679)	Acc@1 79.867 (79.730)
Test model 1 on task 14
Test: [3/3]	loss 0.687 (0.688)	Acc@1 79.646 (79.790)
Test model 1 on task 15
Test: [3/3]	loss 0.701 (0.711)	Acc@1 79.591 (78.790)
Test model 1 on task 16
Test: [3/3]	loss 0.805 (0.801)	Acc@1 76.327 (75.780)
Test model 1 on task 17
Test: [3/3]	loss 0.798 (0.779)	Acc@1 75.221 (75.670)
Test model 1 on task 18
Test: [3/3]	loss 0.806 (0.829)	Acc@1 73.894 (73.730)
Test model 1 on task 19
Test: [3/3]	loss 0.858 (0.863)	Acc@1 75.055 (73.660)
Test model 1 on task 20
Test: [3/3]	loss 0.903 (0.918)	Acc@1 72.566 (71.700)
Test model 1 on task 21
Test: [3/3]	loss 0.997 (0.979)	Acc@1 68.584 (69.360)
Test model 1 on task 22
Test: [3/3]	loss 0.962 (0.951)	Acc@1 69.690 (70.220)
Test model 1 on task 23
Test: [3/3]	loss 0.975 (0.976)	Acc@1 69.027 (69.390)
Test model 1 on task 24
Test: [3/3]	loss 1.034 (1.060)	Acc@1 69.358 (67.940)
Test model 1 on task 25
Test: [3/3]	loss 1.089 (1.094)	Acc@1 65.376 (65.930)
Test model 1 on task 26
Test: [3/3]	loss 1.140 (1.159)	Acc@1 63.440 (62.930)
Test model 1 on task 27
Test: [3/3]	loss 1.098 (1.104)	Acc@1 66.261 (65.450)
Test model 1 on task 28
Test: [3/3]	loss 1.251 (1.239)	Acc@1 58.739 (59.940)
Test model 1 on task 29
Test: [3/3]	loss 1.231 (1.231)	Acc@1 60.841 (60.580)
############################################################ Avg acc: 76.28
Task 30 Model 1:
0 ['1.281', '3.293']
10 ['1.335', '2.941']
20 ['1.457', '2.732']
30 ['1.549', '2.217']
40 ['1.584', '2.182']
50 ['1.609', '1.962']
60 ['1.630', '1.860']
70 ['1.646', '1.923']
80 ['1.653', '1.885']
90 ['1.654', '1.619']
100 ['1.657', '1.601']
110 ['1.662', '1.650']
120 ['1.662', '1.617']
130 ['1.659', '1.809']
140 ['1.662', '1.738']
150 ['1.666', '1.491']
160 ['1.668', '1.684']
170 ['1.667', '1.474']
180 ['1.664', '1.578']
190 ['1.663', '1.862']
200 ['1.661', '1.542']
210 ['1.655', '1.573']
220 ['1.652', '1.715']
230 ['1.655', '1.419']
240 ['1.653', '1.567']
250 ['1.650', '1.485']
260 ['1.652', '1.392']
270 ['1.649', '1.223']
280 ['1.646', '1.483']
290 ['1.646', '1.518']
300 ['1.644', '1.251']
310 ['1.640', '1.369']
320 ['1.640', '1.302']
330 ['1.643', '1.423']
340 ['1.642', '1.582']
350 ['1.639', '1.357']
360 ['1.639', '1.353']
370 ['1.639', '1.242']
380 ['1.638', '1.294']
390 ['1.637', '1.301']
400 ['1.635', '1.318']
410 ['1.631', '1.434']
420 ['1.630', '1.321']
430 ['1.627', '1.553']
440 ['1.627', '1.295']
450 ['1.628', '1.358']
460 ['1.628', '1.284']
Train: [1][469/469]	loss 0.095 (0.108)	Acc@1 62.500 (44.872)
Test model 1 on task 1
Test: [3/3]	loss 0.404 (0.422)	Acc@1 87.002 (86.340)
Test model 1 on task 2
Test: [3/3]	loss 0.442 (0.435)	Acc@1 86.062 (86.510)
Test model 1 on task 3
Test: [3/3]	loss 0.493 (0.434)	Acc@1 85.122 (86.930)
Test model 1 on task 4
Test: [3/3]	loss 0.471 (0.479)	Acc@1 85.454 (85.710)
Test model 1 on task 5
Test: [3/3]	loss 0.514 (0.498)	Acc@1 85.398 (85.250)
Test model 1 on task 6
Test: [3/3]	loss 0.505 (0.511)	Acc@1 84.403 (84.420)
Test model 1 on task 7
Test: [3/3]	loss 0.502 (0.507)	Acc@1 85.896 (85.060)
Test model 1 on task 8
Test: [3/3]	loss 0.535 (0.553)	Acc@1 84.956 (83.960)
Test model 1 on task 9
Test: [3/3]	loss 0.587 (0.584)	Acc@1 82.799 (83.010)
Test model 1 on task 10
Test: [3/3]	loss 0.616 (0.594)	Acc@1 81.582 (82.410)
Test model 1 on task 11
Test: [3/3]	loss 0.649 (0.638)	Acc@1 82.024 (81.560)
Test model 1 on task 12
Test: [3/3]	loss 0.674 (0.678)	Acc@1 79.093 (79.450)
Test model 1 on task 13
Test: [3/3]	loss 0.697 (0.682)	Acc@1 79.480 (79.630)
Test model 1 on task 14
Test: [3/3]	loss 0.711 (0.689)	Acc@1 79.369 (79.740)
Test model 1 on task 15
Test: [3/3]	loss 0.697 (0.714)	Acc@1 79.591 (78.660)
Test model 1 on task 16
Test: [3/3]	loss 0.789 (0.806)	Acc@1 76.051 (75.420)
Test model 1 on task 17
Test: [3/3]	loss 0.770 (0.779)	Acc@1 76.272 (75.570)
Test model 1 on task 18
Test: [3/3]	loss 0.856 (0.828)	Acc@1 71.681 (73.820)
Test model 1 on task 19
Test: [3/3]	loss 0.842 (0.860)	Acc@1 74.668 (73.760)
Test model 1 on task 20
Test: [3/3]	loss 0.943 (0.919)	Acc@1 70.741 (71.360)
Test model 1 on task 21
Test: [3/3]	loss 0.976 (0.984)	Acc@1 69.192 (69.140)
Test model 1 on task 22
Test: [3/3]	loss 0.986 (0.951)	Acc@1 70.409 (70.180)
Test model 1 on task 23
Test: [3/3]	loss 0.959 (0.975)	Acc@1 69.746 (69.300)
Test model 1 on task 24
Test: [3/3]	loss 1.072 (1.063)	Acc@1 67.367 (67.540)
Test model 1 on task 25
Test: [3/3]	loss 1.073 (1.093)	Acc@1 66.704 (65.740)
Test model 1 on task 26
Test: [3/3]	loss 1.138 (1.153)	Acc@1 62.998 (62.990)
Test model 1 on task 27
Test: [3/3]	loss 1.110 (1.097)	Acc@1 64.768 (65.660)
Test model 1 on task 28
Test: [3/3]	loss 1.224 (1.240)	Acc@1 61.283 (59.670)
Test model 1 on task 29
Test: [3/3]	loss 1.220 (1.217)	Acc@1 61.007 (61.230)
Test model 1 on task 30
Test: [3/3]	loss 1.293 (1.230)	Acc@1 56.637 (59.720)
############################################################ Avg acc: 75.66
Task 31 Model 1:
0 ['1.268', '3.403']
10 ['1.305', '3.103']
20 ['1.379', '2.598']
30 ['1.461', '2.575']
40 ['1.517', '2.464']
50 ['1.545', '2.487']
60 ['1.564', '2.270']
70 ['1.578', '2.171']
80 ['1.589', '2.061']
90 ['1.596', '2.147']
100 ['1.602', '2.088']
110 ['1.605', '1.979']
120 ['1.605', '1.816']
130 ['1.608', '1.940']
140 ['1.612', '1.949']
150 ['1.611', '1.812']
160 ['1.612', '1.802']
170 ['1.615', '1.858']
180 ['1.617', '1.805']
190 ['1.618', '1.969']
200 ['1.621', '1.796']
210 ['1.623', '1.775']
220 ['1.622', '1.707']
230 ['1.622', '1.655']
240 ['1.622', '1.724']
250 ['1.625', '1.660']
260 ['1.628', '1.661']
270 ['1.629', '1.579']
280 ['1.628', '1.614']
290 ['1.629', '1.691']
300 ['1.628', '1.700']
310 ['1.629', '1.580']
320 ['1.633', '1.535']
330 ['1.633', '1.590']
340 ['1.631', '1.457']
350 ['1.628', '1.779']
360 ['1.630', '1.598']
370 ['1.633', '1.543']
380 ['1.635', '1.430']
390 ['1.637', '1.557']
400 ['1.638', '1.553']
410 ['1.638', '1.510']
420 ['1.637', '1.341']
430 ['1.637', '1.466']
440 ['1.638', '1.501']
450 ['1.639', '1.440']
460 ['1.639', '1.437']
Train: [1][469/469]	loss 0.100 (0.111)	Acc@1 52.083 (38.330)
Test model 1 on task 1
Test: [3/3]	loss 0.426 (0.424)	Acc@1 86.173 (86.360)
Test model 1 on task 2
Test: [3/3]	loss 0.445 (0.435)	Acc@1 86.007 (86.630)
Test model 1 on task 3
Test: [3/3]	loss 0.458 (0.437)	Acc@1 86.394 (86.830)
Test model 1 on task 4
Test: [3/3]	loss 0.456 (0.482)	Acc@1 86.449 (85.890)
Test model 1 on task 5
Test: [3/3]	loss 0.488 (0.502)	Acc@1 85.343 (85.180)
Test model 1 on task 6
Test: [3/3]	loss 0.533 (0.512)	Acc@1 83.850 (84.490)
Test model 1 on task 7
Test: [3/3]	loss 0.489 (0.509)	Acc@1 86.504 (84.990)
Test model 1 on task 8
Test: [3/3]	loss 0.580 (0.555)	Acc@1 83.352 (83.920)
Test model 1 on task 9
Test: [3/3]	loss 0.566 (0.585)	Acc@1 83.407 (82.990)
Test model 1 on task 10
Test: [3/3]	loss 0.604 (0.596)	Acc@1 82.743 (82.520)
Test model 1 on task 11
Test: [3/3]	loss 0.604 (0.639)	Acc@1 82.743 (81.790)
Test model 1 on task 12
Test: [3/3]	loss 0.691 (0.677)	Acc@1 78.595 (79.510)
Test model 1 on task 13
Test: [3/3]	loss 0.691 (0.682)	Acc@1 79.259 (79.520)
Test model 1 on task 14
Test: [3/3]	loss 0.691 (0.692)	Acc@1 79.535 (79.720)
Test model 1 on task 15
Test: [3/3]	loss 0.698 (0.716)	Acc@1 79.867 (78.550)
Test model 1 on task 16
Test: [3/3]	loss 0.811 (0.810)	Acc@1 75.996 (75.360)
Test model 1 on task 17
Test: [3/3]	loss 0.758 (0.778)	Acc@1 76.881 (75.650)
Test model 1 on task 18
Test: [3/3]	loss 0.805 (0.829)	Acc@1 73.728 (73.690)
Test model 1 on task 19
Test: [3/3]	loss 0.848 (0.860)	Acc@1 73.507 (73.760)
Test model 1 on task 20
Test: [3/3]	loss 0.943 (0.919)	Acc@1 71.128 (71.270)
Test model 1 on task 21
Test: [3/3]	loss 0.974 (0.984)	Acc@1 69.746 (69.190)
Test model 1 on task 22
Test: [3/3]	loss 0.938 (0.948)	Acc@1 70.575 (70.380)
Test model 1 on task 23
Test: [3/3]	loss 0.971 (0.974)	Acc@1 69.580 (69.320)
Test model 1 on task 24
Test: [3/3]	loss 1.080 (1.061)	Acc@1 68.031 (68.070)
Test model 1 on task 25
Test: [3/3]	loss 1.093 (1.086)	Acc@1 65.100 (66.160)
Test model 1 on task 26
Test: [3/3]	loss 1.126 (1.147)	Acc@1 64.049 (63.210)
Test model 1 on task 27
Test: [3/3]	loss 1.070 (1.088)	Acc@1 67.201 (66.070)
Test model 1 on task 28
Test: [3/3]	loss 1.242 (1.229)	Acc@1 59.679 (59.960)
Test model 1 on task 29
Test: [3/3]	loss 1.214 (1.210)	Acc@1 60.896 (61.490)
Test model 1 on task 30
Test: [3/3]	loss 1.257 (1.223)	Acc@1 58.020 (59.900)
Test model 1 on task 31
Test: [3/3]	loss 1.452 (1.412)	Acc@1 53.374 (53.430)
############################################################ Avg acc: 75.03
Task 32 Model 1:
0 ['1.424', '3.882']
10 ['1.473', '3.234']
20 ['1.588', '2.940']
30 ['1.690', '2.493']
40 ['1.747', '2.351']
50 ['1.785', '2.307']
60 ['1.805', '2.141']
70 ['1.820', '2.088']
80 ['1.824', '2.083']
90 ['1.833', '2.106']
100 ['1.842', '1.812']
110 ['1.844', '2.047']
120 ['1.849', '2.055']
130 ['1.850', '2.016']
140 ['1.850', '1.839']
150 ['1.849', '1.935']
160 ['1.849', '1.871']
170 ['1.846', '1.960']
180 ['1.844', '1.772']
190 ['1.845', '1.783']
200 ['1.842', '1.784']
210 ['1.844', '1.837']
220 ['1.846', '1.687']
230 ['1.845', '1.779']
240 ['1.842', '1.697']
250 ['1.842', '1.561']
260 ['1.842', '1.506']
270 ['1.844', '1.574']
280 ['1.842', '1.660']
290 ['1.842', '1.666']
300 ['1.837', '1.630']
310 ['1.832', '1.499']
320 ['1.832', '1.494']
330 ['1.829', '1.572']
340 ['1.829', '1.554']
350 ['1.828', '1.608']
360 ['1.831', '1.665']
370 ['1.831', '1.532']
380 ['1.830', '1.582']
390 ['1.830', '1.455']
400 ['1.829', '1.522']
410 ['1.831', '1.593']
420 ['1.828', '1.638']
430 ['1.826', '1.352']
440 ['1.824', '1.450']
450 ['1.823', '1.428']
460 ['1.822', '1.314']
Train: [1][469/469]	loss 0.105 (0.113)	Acc@1 54.167 (39.558)
Test model 1 on task 1
Test: [3/3]	loss 0.422 (0.427)	Acc@1 85.841 (86.230)
Test model 1 on task 2
Test: [3/3]	loss 0.452 (0.436)	Acc@1 86.726 (86.510)
Test model 1 on task 3
Test: [3/3]	loss 0.448 (0.439)	Acc@1 87.113 (86.860)
Test model 1 on task 4
Test: [3/3]	loss 0.504 (0.487)	Acc@1 84.790 (85.800)
Test model 1 on task 5
Test: [3/3]	loss 0.502 (0.505)	Acc@1 85.896 (85.170)
Test model 1 on task 6
Test: [3/3]	loss 0.498 (0.517)	Acc@1 84.347 (84.210)
Test model 1 on task 7
Test: [3/3]	loss 0.531 (0.510)	Acc@1 84.015 (84.980)
Test model 1 on task 8
Test: [3/3]	loss 0.574 (0.559)	Acc@1 83.075 (83.700)
Test model 1 on task 9
Test: [3/3]	loss 0.606 (0.588)	Acc@1 82.577 (83.010)
Test model 1 on task 10
Test: [3/3]	loss 0.612 (0.597)	Acc@1 81.416 (82.390)
Test model 1 on task 11
Test: [3/3]	loss 0.647 (0.639)	Acc@1 81.748 (81.750)
Test model 1 on task 12
Test: [3/3]	loss 0.679 (0.684)	Acc@1 79.646 (79.290)
Test model 1 on task 13
Test: [3/3]	loss 0.665 (0.683)	Acc@1 79.978 (79.580)
Test model 1 on task 14
Test: [3/3]	loss 0.727 (0.698)	Acc@1 78.650 (79.720)
Test model 1 on task 15
Test: [3/3]	loss 0.732 (0.720)	Acc@1 77.434 (78.530)
Test model 1 on task 16
Test: [3/3]	loss 0.808 (0.813)	Acc@1 74.945 (75.120)
Test model 1 on task 17
Test: [3/3]	loss 0.767 (0.782)	Acc@1 75.885 (75.410)
Test model 1 on task 18
Test: [3/3]	loss 0.830 (0.832)	Acc@1 74.392 (73.600)
Test model 1 on task 19
Test: [3/3]	loss 0.849 (0.862)	Acc@1 75.055 (73.500)
Test model 1 on task 20
Test: [3/3]	loss 0.923 (0.919)	Acc@1 72.013 (71.610)
Test model 1 on task 21
Test: [3/3]	loss 0.975 (0.982)	Acc@1 68.971 (69.410)
Test model 1 on task 22
Test: [3/3]	loss 0.945 (0.941)	Acc@1 71.294 (70.460)
Test model 1 on task 23
Test: [3/3]	loss 0.959 (0.977)	Acc@1 70.354 (69.520)
Test model 1 on task 24
Test: [3/3]	loss 1.034 (1.051)	Acc@1 68.529 (68.370)
Test model 1 on task 25
Test: [3/3]	loss 1.049 (1.077)	Acc@1 67.533 (66.440)
Test model 1 on task 26
Test: [3/3]	loss 1.130 (1.146)	Acc@1 65.321 (63.320)
Test model 1 on task 27
Test: [3/3]	loss 1.098 (1.079)	Acc@1 65.597 (66.420)
Test model 1 on task 28
Test: [3/3]	loss 1.212 (1.221)	Acc@1 60.232 (60.050)
Test model 1 on task 29
Test: [3/3]	loss 1.187 (1.192)	Acc@1 61.504 (62.160)
Test model 1 on task 30
Test: [3/3]	loss 1.182 (1.210)	Acc@1 61.449 (60.630)
Test model 1 on task 31
Test: [3/3]	loss 1.397 (1.392)	Acc@1 52.931 (54.130)
Test model 1 on task 32
Test: [3/3]	loss 1.372 (1.392)	Acc@1 56.527 (55.020)
############################################################ Avg acc: 74.47
Task 33 Model 1:
0 ['1.412', '3.174']
10 ['1.453', '3.104']
20 ['1.545', '2.849']
30 ['1.621', '2.599']
40 ['1.670', '2.231']
50 ['1.698', '2.339']
60 ['1.728', '2.077']
70 ['1.739', '2.083']
80 ['1.747', '2.026']
90 ['1.754', '1.924']
100 ['1.760', '2.105']
110 ['1.764', '1.997']
120 ['1.764', '1.935']
130 ['1.764', '1.934']
140 ['1.765', '2.002']
150 ['1.770', '2.033']
160 ['1.773', '1.794']
170 ['1.778', '1.922']
180 ['1.776', '1.702']
190 ['1.773', '1.783']
200 ['1.774', '1.693']
210 ['1.769', '1.827']
220 ['1.767', '1.854']
230 ['1.768', '1.575']
240 ['1.769', '1.710']
250 ['1.767', '1.608']
260 ['1.766', '1.699']
270 ['1.770', '1.714']
280 ['1.770', '1.519']
290 ['1.771', '1.613']
300 ['1.772', '1.800']
310 ['1.774', '1.603']
320 ['1.775', '1.716']
330 ['1.776', '1.537']
340 ['1.776', '1.510']
350 ['1.775', '1.499']
360 ['1.775', '1.641']
370 ['1.773', '1.463']
380 ['1.777', '1.302']
390 ['1.778', '1.434']
400 ['1.777', '1.365']
410 ['1.774', '1.350']
420 ['1.774', '1.530']
430 ['1.779', '1.327']
440 ['1.782', '1.385']
450 ['1.785', '1.394']
460 ['1.785', '1.481']
Train: [1][469/469]	loss 0.093 (0.108)	Acc@1 56.250 (38.857)
Test model 1 on task 1
Test: [3/3]	loss 0.419 (0.427)	Acc@1 87.113 (86.260)
Test model 1 on task 2
Test: [3/3]	loss 0.433 (0.438)	Acc@1 85.951 (86.400)
Test model 1 on task 3
Test: [3/3]	loss 0.444 (0.440)	Acc@1 86.228 (86.880)
Test model 1 on task 4
Test: [3/3]	loss 0.485 (0.484)	Acc@1 85.785 (85.790)
Test model 1 on task 5
Test: [3/3]	loss 0.522 (0.507)	Acc@1 84.569 (84.970)
Test model 1 on task 6
Test: [3/3]	loss 0.530 (0.521)	Acc@1 83.462 (84.090)
Test model 1 on task 7
Test: [3/3]	loss 0.513 (0.514)	Acc@1 85.288 (84.810)
Test model 1 on task 8
Test: [3/3]	loss 0.561 (0.563)	Acc@1 83.462 (83.400)
Test model 1 on task 9
Test: [3/3]	loss 0.608 (0.591)	Acc@1 81.803 (82.880)
Test model 1 on task 10
Test: [3/3]	loss 0.597 (0.603)	Acc@1 82.024 (82.200)
Test model 1 on task 11
Test: [3/3]	loss 0.646 (0.645)	Acc@1 81.305 (81.670)
Test model 1 on task 12
Test: [3/3]	loss 0.697 (0.686)	Acc@1 78.872 (79.330)
Test model 1 on task 13
Test: [3/3]	loss 0.681 (0.685)	Acc@1 78.872 (79.580)
Test model 1 on task 14
Test: [3/3]	loss 0.708 (0.701)	Acc@1 78.650 (79.580)
Test model 1 on task 15
Test: [3/3]	loss 0.741 (0.721)	Acc@1 78.042 (78.290)
Test model 1 on task 16
Test: [3/3]	loss 0.852 (0.811)	Acc@1 74.281 (75.290)
Test model 1 on task 17
Test: [3/3]	loss 0.774 (0.782)	Acc@1 75.111 (75.440)
Test model 1 on task 18
Test: [3/3]	loss 0.812 (0.834)	Acc@1 75.221 (73.670)
Test model 1 on task 19
Test: [3/3]	loss 0.838 (0.856)	Acc@1 75.387 (73.660)
Test model 1 on task 20
Test: [3/3]	loss 0.920 (0.919)	Acc@1 71.073 (71.500)
Test model 1 on task 21
Test: [3/3]	loss 0.986 (0.984)	Acc@1 69.192 (69.190)
Test model 1 on task 22
Test: [3/3]	loss 0.958 (0.945)	Acc@1 68.916 (69.940)
Test model 1 on task 23
Test: [3/3]	loss 0.982 (0.981)	Acc@1 70.188 (69.440)
Test model 1 on task 24
Test: [3/3]	loss 1.044 (1.050)	Acc@1 67.533 (68.560)
Test model 1 on task 25
Test: [3/3]	loss 1.050 (1.072)	Acc@1 67.478 (66.570)
Test model 1 on task 26
Test: [3/3]	loss 1.160 (1.137)	Acc@1 62.666 (63.680)
Test model 1 on task 27
Test: [3/3]	loss 1.106 (1.074)	Acc@1 65.487 (66.620)
Test model 1 on task 28
Test: [3/3]	loss 1.213 (1.215)	Acc@1 61.117 (60.380)
Test model 1 on task 29
Test: [3/3]	loss 1.180 (1.179)	Acc@1 62.279 (62.680)
Test model 1 on task 30
Test: [3/3]	loss 1.184 (1.208)	Acc@1 61.726 (60.590)
Test model 1 on task 31
Test: [3/3]	loss 1.380 (1.384)	Acc@1 53.650 (54.330)
Test model 1 on task 32
Test: [3/3]	loss 1.348 (1.364)	Acc@1 57.412 (56.200)
Test model 1 on task 33
Test: [3/3]	loss 1.372 (1.372)	Acc@1 52.876 (53.900)
############################################################ Avg acc: 73.87
Task 34 Model 1:
0 ['1.410', '3.406']
10 ['1.459', '3.341']
20 ['1.560', '2.530']
30 ['1.645', '2.732']
40 ['1.687', '2.443']
50 ['1.717', '2.496']
60 ['1.724', '2.371']
70 ['1.735', '2.118']
80 ['1.742', '2.201']
90 ['1.741', '2.236']
100 ['1.753', '2.012']
110 ['1.757', '2.097']
120 ['1.759', '2.054']
130 ['1.755', '2.082']
140 ['1.758', '2.003']
150 ['1.763', '2.077']
160 ['1.765', '1.779']
170 ['1.768', '1.879']
180 ['1.772', '1.974']
190 ['1.770', '1.786']
200 ['1.770', '1.942']
210 ['1.769', '1.857']
220 ['1.772', '1.966']
230 ['1.772', '1.844']
240 ['1.772', '1.882']
250 ['1.773', '1.842']
260 ['1.770', '1.767']
270 ['1.775', '1.726']
280 ['1.775', '1.862']
290 ['1.775', '1.703']
300 ['1.776', '1.829']
310 ['1.775', '1.703']
320 ['1.777', '1.590']
330 ['1.776', '1.875']
340 ['1.780', '1.538']
350 ['1.780', '1.644']
360 ['1.780', '1.723']
370 ['1.783', '1.564']
380 ['1.783', '1.626']
390 ['1.783', '1.729']
400 ['1.786', '1.651']
410 ['1.785', '1.676']
420 ['1.788', '1.624']
430 ['1.792', '1.627']
440 ['1.793', '1.512']
450 ['1.794', '1.716']
460 ['1.794', '1.468']
Train: [1][469/469]	loss 0.101 (0.108)	Acc@1 42.708 (36.812)
Test model 1 on task 1
Test: [3/3]	loss 0.420 (0.428)	Acc@1 86.062 (86.320)
Test model 1 on task 2
Test: [3/3]	loss 0.433 (0.439)	Acc@1 87.223 (86.470)
Test model 1 on task 3
Test: [3/3]	loss 0.456 (0.440)	Acc@1 86.947 (86.810)
Test model 1 on task 4
Test: [3/3]	loss 0.472 (0.489)	Acc@1 86.117 (85.500)
Test model 1 on task 5
Test: [3/3]	loss 0.495 (0.509)	Acc@1 85.232 (84.880)
Test model 1 on task 6
Test: [3/3]	loss 0.533 (0.525)	Acc@1 82.909 (83.990)
Test model 1 on task 7
Test: [3/3]	loss 0.508 (0.514)	Acc@1 84.735 (84.800)
Test model 1 on task 8
Test: [3/3]	loss 0.554 (0.564)	Acc@1 83.850 (83.460)
Test model 1 on task 9
Test: [3/3]	loss 0.605 (0.594)	Acc@1 82.743 (82.790)
Test model 1 on task 10
Test: [3/3]	loss 0.604 (0.604)	Acc@1 82.246 (82.240)
Test model 1 on task 11
Test: [3/3]	loss 0.643 (0.644)	Acc@1 82.799 (81.870)
Test model 1 on task 12
Test: [3/3]	loss 0.696 (0.688)	Acc@1 79.259 (79.320)
Test model 1 on task 13
Test: [3/3]	loss 0.704 (0.686)	Acc@1 79.093 (79.390)
Test model 1 on task 14
Test: [3/3]	loss 0.702 (0.705)	Acc@1 79.480 (79.190)
Test model 1 on task 15
Test: [3/3]	loss 0.703 (0.724)	Acc@1 79.093 (78.210)
Test model 1 on task 16
Test: [3/3]	loss 0.778 (0.812)	Acc@1 77.323 (75.160)
Test model 1 on task 17
Test: [3/3]	loss 0.789 (0.786)	Acc@1 74.723 (75.220)
Test model 1 on task 18
Test: [3/3]	loss 0.855 (0.833)	Acc@1 72.788 (73.560)
Test model 1 on task 19
Test: [3/3]	loss 0.848 (0.859)	Acc@1 73.285 (73.580)
Test model 1 on task 20
Test: [3/3]	loss 0.903 (0.919)	Acc@1 72.235 (71.570)
Test model 1 on task 21
Test: [3/3]	loss 0.975 (0.983)	Acc@1 70.465 (69.250)
Test model 1 on task 22
Test: [3/3]	loss 0.923 (0.945)	Acc@1 71.294 (70.140)
Test model 1 on task 23
Test: [3/3]	loss 0.980 (0.978)	Acc@1 69.303 (69.550)
Test model 1 on task 24
Test: [3/3]	loss 1.048 (1.057)	Acc@1 68.695 (68.100)
Test model 1 on task 25
Test: [3/3]	loss 1.057 (1.067)	Acc@1 67.920 (66.920)
Test model 1 on task 26
Test: [3/3]	loss 1.081 (1.135)	Acc@1 66.206 (63.730)
Test model 1 on task 27
Test: [3/3]	loss 1.046 (1.076)	Acc@1 68.252 (66.330)
Test model 1 on task 28
Test: [3/3]	loss 1.200 (1.213)	Acc@1 60.398 (60.470)
Test model 1 on task 29
Test: [3/3]	loss 1.184 (1.180)	Acc@1 62.500 (62.620)
Test model 1 on task 30
Test: [3/3]	loss 1.223 (1.209)	Acc@1 61.615 (60.630)
Test model 1 on task 31
Test: [3/3]	loss 1.357 (1.362)	Acc@1 55.918 (55.200)
Test model 1 on task 32
Test: [3/3]	loss 1.365 (1.358)	Acc@1 56.858 (56.610)
Test model 1 on task 33
Test: [3/3]	loss 1.351 (1.358)	Acc@1 55.365 (54.460)
Test model 1 on task 34
Test: [3/3]	loss 1.553 (1.515)	Acc@1 47.788 (49.780)
############################################################ Avg acc: 73.18
Task 35 Model 1:
0 ['1.560', '2.953']
10 ['1.613', '2.770']
20 ['1.697', '2.518']
30 ['1.757', '2.214']
40 ['1.789', '2.258']
50 ['1.807', '2.397']
60 ['1.823', '2.147']
